ID;Nom;Sigle;Minitel;Email;Web;Description;Info;Horaires;BP;CP;Telephone1;Telephone2;Fax;CommuneID;CommuneNom;QuarNum;QuarNom;AdreNumero;AdreExtension;AdreImmeuble;AdreRue1;AdreRue2;Longitude;Latitude;OrgaDescription;DomaineLibelle1;DomaineDescription1;DomaineLibelle2;DomaineDescription2;DomaineLibelle3;DomaineDescription3;DomaineLibelle4;DomaineDescription4;Accessibilité 1;Accessibilité 2;Accessibilité 3;Accessibilité 4;Geo
1376;Accueil de loisirs Trégain;;;;www.educarennes.fr/index.php/public/default/ecoles?ville=2;Propose un accueil le mercredi après-midi.~~~L'été, c'est un centre de départ vers Savio et Les Gayeulles.~~~Les enfants sont encadrés par des responsables éducation et loisirs, des animateurs, des agents spécialisés des écoles maternelles.~~~;;Mercredi, 12h15 à 18h45. ~~~Renseignements possibles au 02 23 62 19 80.~~~;;35700;02 99 38 51 58;;;1;Rennes;5;Maurepas - Bellangerais;13;;;;RUE DE TREGAIN;-1.662198329;48.12585203;;LOISIRS CULTURELS;;Enfants, adolescents;;Mercredis et petites vacances, les accueils de loisirs municipaux;;;;Non renseigné;;;;48.12585203, -1.662198329
2595;Accueil de loisirs Jean Rostand;;;;www.educarennes.fr/index.php/public/default/ecoles?ville=2;Propose un accueil le mercredi après-midi.~~~L'été, c'est un centre de départ vers les centres Savio, Les Gayeulles.~~~Les enfants sont encadrés par des responsables éducation et loisirs, des animateurs, des agents spécialisés des écoles maternelles.~~~~~~;;Mercredi, 12h15 à 18h45. ~~~Renseignements possibles au 02 23 62 19 80.~~~;CS 63126;35000;02 99 38 50 81;;;1;Rennes;6;Jeanne d'Arc - Longs Champs - Beaulieu;60;;;Rue Doyen Albert et Pierre Bouzat;;-1.6366842308;48.1282041869;;LOISIRS CULTURELS;;Enfants, adolescents;;Mercredis et petites vacances, les accueils de loisirs municipaux;;;;Non renseigné;;;;48.1282041869, -1.6366842308
3012;Accueil de loisirs Albert de Mun /Quineleu;;;;www.educarennes.fr/index.php/public/default/ecoles?ville=2;Accueil de loisirs le mercredi après-midi, de 12h15 à 18h45;;De 12h15 à 18h45;;35000;;;;1;Rennes;8;Sud-Gare;5;;;Rue Albert Martin;;-1.6668462590;48.1017143864;;LOISIRS CULTURELS;;Enfants, adolescents;;Mercredis et petites vacances, les accueils de loisirs municipaux;;;;;;;;48.1017143864, -1.666846259
172;Accueil de loisirs Clôteaux;;;;www.educarennes.fr/index.php/public/default/ecoles?ville=2;Propose un accueil le mercredi après-midi.~~~Les enfants sont encadrés par des responsables éducation et loisirs, des animateurs, des agents spécialisés des écoles maternelles.~~~;;Mercredi, 12h15 à 18h45.~~~Renseignements possibles au 02 23 62 21 50.~~~;;35200;02 99 50 05 65;;;1;Rennes;12;Bréquigny;56;;;;AVENUE DE BREQUIGNY;-1.692522415;48.08385133;;LOISIRS CULTURELS;;Enfants, adolescents;;Mercredis et petites vacances, les accueils de loisirs municipaux;;;;Non renseigné;;;;48.08385133, -1.692522415
150;Bibliothèque Thabor - Lucien Rose;;;bibliotheque.lucien.rose@ville-rennes.fr;www.bibliotheques.rennes.fr;A Rennes, 11 bibliothèques de quartier ouvertes à tous vous accueillent pour emprunter livres, magazines, DVD, CD, accéder à internet et lire ou travailler sur place. Espace multimédia avec 10 accès internet.~~~Partenaire de la carte Sortir.;;Mardi et vendredi, 14h30 à 18h30. Mercredi, 10h à 12h30 et 14h30 à 18h30. Samedi, 10h à 12h30 et 14h30 à 18h.~~~;CS 63126;35031;02 23 62 26 41;;;1;Rennes;2;Thabor - Saint-Hélier -  Alphonse Guérin;11;;;;SQUARE LUCIEN ROSE;-1.666436138;48.11361117;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;48.11361117, -1.666436138
1726;Ville de Rennes - Direction de la bibliothèque municipale;BM;;bm@ville-rennes.fr;www.bm-rennes.fr;Services centraux des bibliothèques de Rennes (direction et administration).~~~Accueil réservé aux professionnels et associations sur rendez-vous.;;Lundi au vendredi, 8h30 à 12h30 et 13h30 à 17h30.;CS 63126;35031;02 23 62 26 47;;02 23 62 26 45;1;Rennes;3;Bourg-L'Evêque - La Touche - Moulin du Comte;23;;;;RUE DE LORIENT;-1.7003731;48.10785063;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;48.10785063, -1.7003731
1392;Espace lecture Saint-Martin;;;bibliotheque.smae@ville-rennes.fr;www.bibliotheques.rennes.fr;Emprunts de livres et animations autour du livre.~~~En complément des 11 bibliothèques de quartier, l'espace lecture souhaite toucher un public plus large afin d'amener chacun à lire.~~~L'espace lecture animé par des bénévoles est lié à de nombreuses associations et structures du quartier (Maison de la poésie,AGV 35, Lire et faire lire, école , maison de retraite...)~~~Partenaire de la carte Sortir.;Contact Maison bleue : 02 23 33 75 25 ou Maison.bleue2@wanadoo.fr.;Mardi et jeudi, 16h30 à 18h30. Mercredi, 10h à 12h.~~~Egalement ouvert sur rendez vous et à la demande pour des animations libres ou encadrées par des associations.;;35000;02 23 62 26 69;02 23 33 75 25;;1;Rennes;4;Saint-Martin;123;;;;BOULEVARD DE VERDUN;-1.685703696;48.122952;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;48.122952, -1.685703696
356;Bibliothèque Longs Champs;;;bibliotheque.longs-champs@ville-rennes.fr;www.bibliotheques.rennes.fr;A Rennes, 11 bibliothèques de quartier ouvertes à tous vous accueillent pour emprunter livres, magazines, DVD, CD, accéder à internet et lire ou travailler sur place.~~~Partenaire de la carte Sortir.;;Mardi et vendredi, 14h30 à 18h30. Mercredi, 10h à 12h30 et 14h30 à 18h30. Samedi, 10h à 12h30 et 14h30 à 18h.~~~;CS 63126;35031;02 23 62 26 36;;;1;Rennes;6;Jeanne d'Arc - Longs Champs - Beaulieu;60;;;;RUE DOYEN ALBERT ET PIERRE BOUZAT;-1.635549791;48.12804386;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;48.12804386, -1.635549791
2286;Médiathèque municipale d'Acigné;;;mediatheque@ville-acigne.fr;mediatheque.ville-acigne.fr;Ouvert à tous. Enfant : 4.10€. Adulte : 8,45€. Famille : 12,55€.~~~Livres / Audio / Périodiques.  ~~~La carte permet d'emprunter 6 imprimés (livre ou revue) 6 cd audio  pour une durée maximale de 3 semaines. ~~~6 PC disponibles gratuitement sans adhésion. La salle multimédia est fermée le lundi. ~~~Consultation sur place de Izneo (bande dessinée numérique) et Lekiosk (presse numérisée) sur tablette. ~~~;;Lundi, mardi, 16h à 18h30. Mercredi, 11h à 12h30 et 14h à 18h30. Vendredi, 15h à 18h30. Samedi, 10h à 12h30 et 14h à 17h.~~~~~~;;35690;02 99 04 34 50;;02 99 04 34 51;13;Acigné;;;;;;Avenue de l'Abbé Barbedet;;-1.5344216516;48.1341125615;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;handicap auditif : bonne accessibilité;handicap cognitif : faible accessibilité;handicap moteur : faible accessibilité;handicap visuel : faible accessibilité;48.1341125615, -1.5344216516
2289;Bibliothèque municipale de Bourgbarré;;;bibli.bourgbarre@wanadoo.fr;www.bourgbarre.fr/accueil/culture__sports/la_bibliotheque;Plus de 11 000 documents : 4 500 livres adultes, 5 500 livres enfants, plus de 800 CD, un fonds DVD ainsi que des livres audio pour adultes... Fonctionne avec l'aide de la médiathèque départementale d'IIle-et-Vilaine (MDIV) par le prêt régulier de documents (livres, CD et DVD. L'entrée et la consultation sur place est libre et gratuite. Le montant de l'abonnement  familiale est de 9,05€ et permet l'emprunt de 5 livres ou périodiques et 2 cd par lecteur et 2 dvd par famille.;;Mardi, 16h30 à 18h. Mercredi, 10h30 à 12h et 14h30 à 18h. Vendredi, 16h30 à 19h. Samedi, 10h à 12h15.~~~~~~;;35230;02 99 57 62 54;;;21;Bourgbarré;;;8;;;Place de l'Eglise;;-1.6149983192;47.9948755811;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;47.9948755811, -1.6149983192
2290;Médiathèque municipale de Bruz;;;mediatheque@ville-bruz.fr;www.mediatheque-bruz.fr;Lieu de culture, de loisirs et de formation ouvert à tous, la médiathèque permet de consulter sur place ou d'emprunter des livres, revues, CD audio, cédéroms ou DVD, et de se connecter à Internet. La consultation de documents est libre et gratuite (sauf Internet). La médiathèque met à  disposition environ 32 500 livres, plus de 80 revues,  6 000 CD, 400 cédéroms et 2 000 DVD.~~~L'adhésion peut être individuelle (7 € pour les Bruzois et 8 € pour les habitants hors commune) ou familiale (11 € pour les Bruzois et 12 € pour les habitants hors commune). Elle est gratuite pendant 6 mois pour les nouveaux arrivants sur la commune et pour les personnes bénéficiant de la Carte Sortir.~~~L’accès Internet est gratuit pour tous limité à 3 h par personne et par semaine. Accès WiFi.~~~;;Mardi, 14h à 18h. Mercredi, 9h30 à 12h30 et 14h à 19h. Vendredi et samedi,  10h à 12h30 et 14h à 18h. Ouverture de l'espace multimédia (l'après-midi seulement).~~~Fermeture les samedis en juillet et en août.;;35170;02 99 05 30 60;;;7;Bruz;;;10;;;Avenue du Général de Gaulle;;-1.7443925767;48.0233345315;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;handicap auditif : bonne accessibilité;handicap cognitif : faible accessibilité;handicap moteur : faible accessibilité;handicap visuel : faible accessibilité;48.0233345315, -1.7443925767
2294;Médiathèque Au Pré Vert;;;mediatheque.lachapelledesfougeretz@wanadoo.fr;www.mediatheques.syrenor.fr;Propose environ 15 000 documents pour enfants  et adultes, 1500 CD ), 35 abonnements  à des revues  ainsi que des animations variées (ateliers, spectacles, contes, bébés-lecteurs et éveils musicaux…). Recherche et consultation libres et gratuites. Possède, en plus, un fonds spécifique sur l'environnement.~~~Fait partie du réseau des 6 bibliothèques du SYRENOR (Syndicat intercommunal qui regroupe 6 communes du Nord Ouest de Rennes) : emprunt et retour des documents possibles dans toutes ces médiathèques du réseau.~~~Tarifs à consulter sur le site internet.~~~Espace multimédia : 1 poste Internet de consultation rapide et d'autres ordinateurs permettent de consulter Internet et des cédéroms.~~~Pour rechercher des documents ou les réserver  : www.mediatheques.syrenor.fr~~~Pour connaître les animations et infos spécifiques de la médiathèque : blog de la médiathèque de La Chapelle des Fougeretz : http://mediathequelachapelleftz.wordpress.com.~~~ ~~~;;Lundi, 15h30 à 17h. Mardi et vendredi, 16h à 18h30. Mercredi, 10h à 12h et 14h30 à 18h30. Samedi, 10h à 12h30.~~~~~~;;35520;02 99 66 43 40;;02 99 13 13 19;32;La Chapelle-des-Fougeretz;;;2;;;Rue des Carlets;;-1.7322661641;48.1768829133;;LOISIRS CULTURELS;;Tout  public;La plupart des équipements de quartier (municipaux, associatifs) proposent, tout au long de l'année, un grand choix d'activités culturelles, régulières sous forme de stage : loisirs artistiques, audiovisuel, étude et réflexion, musique, science et nature, théâtre…;Bibliothèques municipales;11 bibliothèques ouvertes à tous vous accueillent. Pour emprunter le dernier polar, lire un album à ses enfants, visiter une exposition, choisir un DVD, se renseigner sur la culture des tomates, surfer sur le Net, réviser ses cours, demander un con-seil de lecture, lire le journal et bien d'autres chose encore…;;;Non renseigné;;;;48.1768829133, -1.7322661641
